	final	final	initial	initial
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Total_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Total_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Initial_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Initial_R2.counts
common:TSS51029_-_75887876.23-ENST00000604845	4308	4630	534	6646
common:TSS51029_-_75887914.23-ENST00000604845	4601	3638	592	4475
common:TSS51030_+_75897149.23-ENST00000604219	6700	6378	1000	11370
common:TSS51030_+_75897249.23-ENST00000604219	3949	3904	660	8185
common:TSS51030_+_75897280.23-ENST00000604219	3351	3113	310	5637
common:TSS51030_+_75897290.23-ENST00000604219	5933	6820	827	10364
common:TSS51030_+_75897341.23-ENST00000604219	2850	2336	402	5092
common:TSS51030_+_75897348.23-ENST00000604219	5638	5656	741	10088
common:TSS51030_+_75897517.23-ENST00000604219	2798	3402	460	5857
common:TSS51030_-_75897266.23-ENST00000604219	4060	4470	638	6861
common:TSS51030_-_75897323.23-ENST00000604219	8231	8165	1040	13128
common:TSS51030_-_75897377.23-ENST00000604219	5629	6497	919	10264
common:TSS510_+_20070583.23-CUFF.569.1	937	1323	45	2192
common:TSS510_+_20070630.23-CUFF.569.1	1812	1348	322	1643
common:TSS510_+_20070667.23-CUFF.569.1	4269	3889	610	4976
common:TSS510_+_20070671.23-CUFF.569.1	8030	8377	1084	13654
common:TSS510_+_20070715.23-CUFF.569.1	1124	1271	54	2120
common:TSS510_-_20070603.23-CUFF.569.1	3562	3162	507	4538
common:TSS510_-_20070614.23-CUFF.569.1	7337	7645	705	12680
common:TSS510_-_20070638.23-CUFF.569.1	3281	3444	525	4743
common:TSS510_-_20070648.23-CUFF.569.1	4670	5005	711	7893
common:TSS510_-_20070657.23-CUFF.569.1	3295	3711	561	4944
common:TSS51152_+_86422646.23-ENST00000610262	5168	4727	459	8552
common:TSS51152_+_86422754.23-ENST00000610262	3263	3579	554	5303
common:TSS51152_+_86422840.23-ENST00000610262	4489	4659	704	7807
common:TSS51152_-_86422672.23-ENST00000610262	5353	5121	967	8912
common:TSS51152_-_86422683.23-ENST00000610262	366	297	0	95
common:TSS51152_-_86422687.23-ENST00000610262	977	1088	212	2154
common:TSS51152_-_86422720.23-ENST00000610262	1518	1723	157	3550
common:TSS51152_-_86422738.23-ENST00000610262	3403	2958	519	6509
common:TSS51152_-_86422747.23-ENST00000610262	5441	6164	705	9777
common:TSS51152_-_86422824.23-ENST00000610262	4556	4445	601	5979
common:TSS51269_+_96874157.23-P1P2	4930	4551	723	7396
common:TSS51269_+_96874189.23-P1P2	5624	5525	754	9000
common:TSS51269_+_96874217.23-P1P2	2529	2941	286	4960
common:TSS51269_+_96874252.23-P1P2	3480	3110	399	5891
common:TSS51269_+_96874379.23-P1P2	5185	5152	707	10005
common:TSS51269_+_96874440.23-P1P2	7006	6980	1229	13658
common:TSS51269_-_96874207.23-P1P2	3484	3342	547	7594
common:TSS51269_-_96874225.23-P1P2	4227	3614	614	7760
common:TSS51269_-_96874230.23-P1P2	3784	3550	729	5315
common:TSS51269_-_96874369.23-P1P2	3623	3485	590	7765
common:TSS51341_+_99928017.23-CUFF.25754.1	5692	5176	937	6406
common:TSS51341_+_99928170.23-CUFF.25754.1	7357	8866	1040	13619
common:TSS51341_+_99928253.23-CUFF.25754.1	3803	4005	441	5425
common:TSS51341_+_99928288.23-CUFF.25754.1	3153	3601	508	8026
common:TSS51341_+_99928324.23-CUFF.25754.1	4421	4891	611	7304
common:TSS51341_-_99928006.23-CUFF.25754.1	2895	2967	374	4774
common:TSS51341_-_99928035.23-CUFF.25754.1	748	949	153	1323
common:TSS51341_-_99928104.23-CUFF.25754.1	5376	5756	927	10345
common:TSS51341_-_99928198.23-CUFF.25754.1	5044	4852	645	6942
common:TSS51341_-_99928365.23-CUFF.25754.1	2229	2636	363	3326
common:TSS51342_+_100019845.23-CUFF.25755.1	6686	6581	886	7909
common:TSS51342_+_100020233.23-CUFF.25755.1	3065	2593	367	3939
common:TSS51342_+_100020277.23-CUFF.25755.1	7155	7391	1214	15182
common:TSS51342_-_100019803.23-CUFF.25755.1	4056	3853	544	6155
common:TSS51342_-_100019819.23-CUFF.25755.1	8592	8632	1081	16227
common:TSS51342_-_100020168.23-CUFF.25755.1	3569	3307	394	5037
common:TSS51342_-_100020179.23-CUFF.25755.1	4510	4318	502	5756
common:TSS51342_-_100020250.23-CUFF.25755.1	2457	2129	312	4843
common:TSS51342_-_100020271.23-CUFF.25755.1	4513	5146	538	7808
common:TSS51342_-_100020284.23-CUFF.25755.1	2389	2927	337	6247
common:TSS51629_+_112969174.23-CUFF.26000.1	3475	4203	334	7537
common:TSS51629_+_112969227.23-CUFF.26000.1	3806	3786	425	6842
common:TSS51629_+_112969347.23-CUFF.26000.1	4217	4719	547	8932
common:TSS51629_+_112969350.23-CUFF.26000.1	9018	7376	1267	10413
common:TSS51629_+_112969451.23-CUFF.26000.1	6225	5756	716	8262
common:TSS51629_+_112969456.23-CUFF.26000.1	5873	6043	973	10412
common:TSS51629_+_112969479.23-CUFF.26000.1	5745	5334	924	8023
common:TSS51629_+_112969485.23-CUFF.26000.1	6763	6743	857	11167
common:TSS51629_+_112969530.23-CUFF.26000.1	6224	6410	887	9468
common:TSS51629_+_112969551.23-CUFF.26000.1	5688	5583	718	10056
common:TSS51685_+_114464468.23-CUFF.26051.4,CUFF.26051.5	6123	5013	753	10123
common:TSS51685_+_114464540.23-CUFF.26051.4,CUFF.26051.5	7247	7294	1002	12204
common:TSS51685_+_114464555.23-CUFF.26051.4,CUFF.26051.5	4889	5739	771	10736
common:TSS51685_-_114464321.23-CUFF.26051.4,CUFF.26051.5	8994	9314	1150	15962
common:TSS51685_-_114464361.23-CUFF.26051.4,CUFF.26051.5	8147	7025	1104	12328
common:TSS51685_-_114464544.23-CUFF.26051.4,CUFF.26051.5	4341	3727	629	5477
common:TSS51685_-_114464554.23-CUFF.26051.4,CUFF.26051.5	4447	3965	604	6361
common:TSS51685_-_114464581.23-CUFF.26051.4,CUFF.26051.5	5033	4821	778	8079
common:TSS51685_-_114464662.23-CUFF.26051.4,CUFF.26051.5	8175	8939	870	13915
common:TSS51685_-_114464801.23-CUFF.26051.4,CUFF.26051.5	3396	3293	471	6361
common:TSS51837_+_122407643.23-P1P2	3157	3217	562	5917
common:TSS51837_+_122407743.23-P1P2	12151	11405	1454	19296
common:TSS51837_+_122407755.23-P1P2	2934	2819	329	4529
common:TSS51837_+_122407801.23-P1P2	3053	2434	528	4815
common:TSS51837_+_122407812.23-P1P2	1402	1790	243	2847
common:TSS51837_+_122408098.23-P1P2	4791	5452	792	8817
common:TSS51837_+_122408101.23-P1P2	4204	4584	636	7193
common:TSS51837_-_122407694.23-P1P2	2787	2612	353	4322
common:TSS51837_-_122407754.23-P1P2	4647	4831	544	9244
common:TSS51837_-_122407845.23-P1P2	5016	4757	633	7372
common:TSS51925_+_128145457.23-CUFF.26285.3	3771	3986	576	5540
common:TSS51925_+_128145488.23-CUFF.26285.3	2844	3145	373	5606
common:TSS51925_+_128145501.23-CUFF.26285.3	4019	4024	656	7971
common:TSS51925_+_128145529.23-CUFF.26285.3	5642	6533	882	9838
common:TSS51925_+_128145543.23-CUFF.26285.3	1620	1680	210	2257
common:TSS51925_-_128145498.23-CUFF.26285.3	2871	2523	355	4522
common:TSS51925_-_128145517.23-CUFF.26285.3	3130	2444	392	4574
common:TSS51925_-_128145541.23-CUFF.26285.3	5530	5949	846	8295
common:TSS51925_-_128145556.23-CUFF.26285.3	2133	1978	409	4059
common:TSS51925_-_128145578.23-CUFF.26285.3	3150	3702	410	5743
common:TSS5205_+_16162063.23-P1P2	3861	3581	550	4062
common:TSS5205_+_16162261.23-P1P2	1951	2550	196	2876
common:TSS5205_+_16162270.23-P1P2	2716	2884	364	3476
common:TSS5205_+_16162323.23-P1P2	6122	6086	931	8416
common:TSS5205_+_16162342.23-P1P2	3566	4280	505	6055
common:TSS5205_-_16161986.23-P1P2	3490	3522	723	4517
common:TSS5205_-_16161989.23-P1P2	1596	1879	144	2735
common:TSS5205_-_16162158.23-P1P2	3041	3443	360	5978
common:TSS5205_-_16162277.23-P1P2	3746	4378	613	6921
common:TSS5205_-_16162372.23-P1P2	3790	4135	404	6230
common:TSS5218_+_16970659.23-P1P2	4298	4371	722	8230
common:TSS5218_+_16970804.23-P1P2	3561	3770	661	4639
common:TSS5218_+_16970815.23-P1P2	4590	5219	739	8067
common:TSS5218_+_16970952.23-P1P2	6379	6391	1086	10595
common:TSS5218_+_16971152.23-P1P2	5149	5590	754	7928
common:TSS5218_+_16971155.23-P1P2	6832	6702	802	12390
common:TSS5218_-_16970922.23-P1P2	3086	3063	312	5349
common:TSS5218_-_16971048.23-P1P2	9889	10619	1780	18336
common:TSS5218_-_16971081.23-P1P2	2608	2660	330	3521
common:TSS5218_-_16971092.23-P1P2	3221	3220	601	6308
common:TSS52317_+_152653291.23-CUFF.26685.2	3845	3753	608	6851
common:TSS52317_+_152653394.23-CUFF.26685.2	6107	6878	735	9521
common:TSS52317_+_152653453.23-CUFF.26685.2	4696	5432	678	8537
common:TSS52317_+_152653582.23-CUFF.26685.2	6747	7582	764	12594
common:TSS52317_+_152653633.23-CUFF.26685.2	4473	4243	623	8614
common:TSS52317_+_152653636.23-CUFF.26685.2	4757	5234	493	8784
common:TSS52317_+_152653685.23-CUFF.26685.2	3396	3562	552	8101
common:TSS52317_-_152653337.23-CUFF.26685.2	2238	2456	382	5026
common:TSS52317_-_152653449.23-CUFF.26685.2	2047	2628	259	3538
common:TSS52317_-_152653579.23-CUFF.26685.2	4851	5346	616	9165
common:TSS52422_-_160471869.23-P1P2	4920	4580	698	8539
common:TSS52422_-_160472049.23-P1P2	4822	5724	797	11535
common:TSS52422_-_160472060.23-P1P2	4593	4595	594	7674
common:TSS52422_-_160472072.23-P1P2	2567	2575	369	3565
common:TSS52422_-_160472080.23-P1P2	2190	2357	499	7172
common:TSS52422_-_160472110.23-P1P2	7077	6732	1057	9894
common:TSS52422_-_160472118.23-P1P2	6577	5056	875	8051
common:TSS52422_-_160472135.23-P1P2	6403	6488	801	10503
common:TSS52422_-_160472244.23-P1P2	5245	5183	705	7556
common:TSS52422_-_160472301.23-P1P2	3921	3612	561	5149
common:TSS53074_+_206949372.23-P1P2	3774	3588	478	5067
common:TSS53074_+_206949389.23-P1P2	6396	7558	1069	8775
common:TSS53074_+_206949399.23-P1P2	3324	3242	409	5157
common:TSS53074_+_206949410.23-P1P2	3749	3301	468	4617
common:TSS53074_+_206949418.23-P1P2	73	134	6	431
common:TSS53074_+_206949665.23-P1P2	1938	1943	326	3650
common:TSS53074_+_206949709.23-P1P2	1678	1970	246	2871
common:TSS53074_+_206949830.23-P1P2	5830	5832	933	11435
common:TSS53074_-_206949438.23-P1P2	4663	4308	757	6900
common:TSS53074_-_206949472.23-P1P2	6751	6982	835	10161
common:TSS53078_+_206980429.23-ENST00000453039	3157	4179	376	8465
common:TSS53078_+_206980468.23-ENST00000453039	4627	4135	654	5280
common:TSS53078_+_206980475.23-ENST00000453039	2078	2198	366	3280
common:TSS53078_+_206980568.23-ENST00000453039	6352	6787	756	10496
common:TSS53078_+_206980723.23-ENST00000453039	5943	6002	912	10864
common:TSS53078_-_206980479.23-ENST00000453039	6119	5997	735	9763
common:TSS53078_-_206980484.23-ENST00000453039	3754	4245	642	7379
common:TSS53078_-_206980513.23-ENST00000453039	3424	3124	359	4721
common:TSS53078_-_206980573.23-ENST00000453039	7024	6633	1194	10403
common:TSS53078_-_206980585.23-ENST00000453039	6372	5917	738	8336
common:TSS53131_+_210887625.23-P1P2	6230	5735	784	11749
common:TSS53131_+_210887637.23-P1P2	6300	6233	799	7955
common:TSS53131_+_210887661.23-P1P2	5839	5797	1035	9528
common:TSS53131_+_210887706.23-P1P2	6062	6375	913	9536
common:TSS53131_+_210887790.23-P1P2	5777	5860	957	11323
common:TSS53131_+_210887854.23-P1P2	2346	2461	317	5046
common:TSS53131_+_210887865.23-P1P2	8104	8267	1080	9814
common:TSS53131_+_210887881.23-P1P2	2210	2519	235	4945
common:TSS53131_-_210887615.23-P1P2	4919	4533	704	9506
common:TSS53131_-_210887712.23-P1P2	6950	7574	1069	12335
common:TSS53232_+_217374187.23-CUFF.27581.1	2867	2867	487	2621
common:TSS53232_+_217374290.23-CUFF.27581.1	6072	6003	711	9633
common:TSS53232_-_217374176.23-CUFF.27581.1	6272	6686	644	10062
common:TSS53232_-_217374218.23-CUFF.27581.1	7567	8344	1111	11108
common:TSS53232_-_217374231.23-CUFF.27581.1	1856	2302	177	5673
common:TSS53232_-_217374236.23-CUFF.27581.1	4657	4323	663	8848
common:TSS53232_-_217374248.23-CUFF.27581.1	5096	5490	876	10967
common:TSS53232_-_217374256.23-CUFF.27581.1	6508	6080	554	9989
common:TSS53232_-_217374271.23-CUFF.27581.1	6023	6550	1060	14022
common:TSS53232_-_217374309.23-CUFF.27581.1	4505	4774	648	8638
common:TSS53811_+_242629920.23-ENST00000433036	2774	2848	457	3865
common:TSS53811_+_242629959.23-ENST00000433036	3779	4146	535	6089
common:TSS53811_+_242629966.23-ENST00000433036	4801	5185	610	10759
common:TSS53811_-_242629839.23-ENST00000433036	2568	2837	388	3568
common:TSS53811_-_242629843.23-ENST00000433036	4177	4571	718	7150
common:TSS53811_-_242629887.23-ENST00000433036	7682	7829	887	11948
common:TSS53811_-_242629940.23-ENST00000433036	2999	2714	399	4445
common:TSS53811_-_242630028.23-ENST00000433036	1618	1695	206	2546
common:TSS53811_-_242630059.23-ENST00000433036	5895	6018	875	9656
common:TSS53811_-_242630068.23-ENST00000433036	6651	6490	897	9603
common:TSS5388_+_24104397.23-P1P2	6439	6136	814	10170
common:TSS5388_+_24104559.23-P1P2	5811	5184	996	8581
common:TSS5388_+_24104666.23-P1P2	4404	3993	567	5649
common:TSS5388_+_24104715.23-P1P2	6483	5781	918	8540
common:TSS5388_+_24104720.23-P1P2	4042	4186	619	6369
common:TSS5388_+_24104753.23-P1P2	4755	4667	722	4050
common:TSS5388_+_24104800.23-P1P2	5811	5974	829	11450
common:TSS5388_-_24104725.23-P1P2	6468	7096	1128	9788
common:TSS5388_-_24104762.23-P1P2	2097	1845	344	2762
common:TSS5388_-_24104781.23-P1P2	4858	5140	692	8951
common:TSS54208_+_8823614.23-CUFF.24199.1	9059	8986	1216	15192
common:TSS54208_+_8823684.23-CUFF.24199.1	6694	7383	981	12038
common:TSS54208_+_8823746.23-CUFF.24199.1	3736	4167	565	6140
common:TSS54208_+_8823754.23-CUFF.24199.1	4082	3785	534	6248
common:TSS54208_+_8823757.23-CUFF.24199.1	4945	4545	764	8675
common:TSS54208_+_8823763.23-CUFF.24199.1	7015	7980	900	14924
common:TSS54208_+_8823797.23-CUFF.24199.1	4507	4698	756	6984
common:TSS54208_-_8823579.23-CUFF.24199.1	2397	2898	356	4749
common:TSS54208_-_8823592.23-CUFF.24199.1	4985	5512	766	9844
common:TSS54208_-_8823689.23-CUFF.24199.1	6458	6559	908	9139
common:TSS54249_+_10077609.23-CUFF.24238.1	6760	7354	1149	12846
common:TSS54249_+_10077627.23-CUFF.24238.1	5162	6399	704	8897
common:TSS54249_+_10077749.23-CUFF.24238.1	7739	5992	1474	9696
common:TSS54249_+_10077839.23-CUFF.24238.1	2421	2711	497	3692
common:TSS54249_+_10078061.23-CUFF.24238.1	4772	4163	550	7036
common:TSS54249_-_10077674.23-CUFF.24238.1	5005	4934	883	6698
common:TSS54249_-_10077681.23-CUFF.24238.1	9122	8776	1189	15117
common:TSS54249_-_10077871.23-CUFF.24238.1	4029	3640	603	5409
common:TSS54249_-_10078037.23-CUFF.24238.1	3245	3304	512	5763
common:TSS54249_-_10078078.23-CUFF.24238.1	1802	1993	241	2313
common:TSS54265_+_10194724.23-ENST00000607181	5954	5272	837	8572
common:TSS54265_+_10194772.23-ENST00000607181	5748	4791	885	8704
common:TSS54265_+_10194791.23-ENST00000607181	5856	6301	745	9284
common:TSS54265_+_10194972.23-ENST00000607181	4377	4814	538	6429
common:TSS54265_+_10194991.23-ENST00000607181	7054	7489	1057	10458
common:TSS54265_-_10194744.23-ENST00000607181	2659	1938	318	3510
common:TSS54265_-_10194765.23-ENST00000607181	5779	7381	710	8961
common:TSS54265_-_10194769.23-ENST00000607181	5168	5010	670	7894
common:TSS54265_-_10194963.23-ENST00000607181	7754	7927	1026	11271
common:TSS54265_-_10194998.23-ENST00000607181	6001	6136	859	12556
common:TSS543_+_21069482.23-ENST00000413451	8822	8750	1190	15702
common:TSS543_+_21069644.23-ENST00000413451	5491	5099	782	7710
common:TSS543_-_21069489.23-ENST00000413451	11829	11679	1325	21523
common:TSS543_-_21069583.23-ENST00000413451	4764	5563	599	10192
common:TSS543_-_21069591.23-ENST00000413451	5375	5449	676	9254
common:TSS543_-_21069672.23-ENST00000413451	6523	6095	900	9912
common:TSS543_-_21069681.23-ENST00000413451	7065	6252	743	11325
common:TSS543_-_21069686.23-ENST00000413451	3997	4038	628	5617
common:TSS543_-_21069803.23-ENST00000413451	3896	3904	688	6549
common:TSS543_-_21069875.23-ENST00000413451	5868	6386	1000	11194
common:TSS5444_+_26146288.23-P1P2	5858	6142	629	7785
common:TSS5444_+_26146323.23-P1P2	3858	3933	302	6220
common:TSS5444_+_26146349.23-P1P2	4004	3160	519	5439
common:TSS5444_+_26146366.23-P1P2	1991	2174	421	2058
common:TSS5444_-_26146140.23-P1P2	6749	7200	1325	9592
common:TSS5444_-_26146160.23-P1P2	6331	6975	940	10466
common:TSS5444_-_26146293.23-P1P2	3086	3051	346	5918
common:TSS5444_-_26146334.23-P1P2	3587	4106	508	4991
common:TSS5444_-_26146375.23-P1P2	6456	6394	729	9193
common:TSS5444_-_26146386.23-P1P2	2381	2458	291	5490
common:TSS544_+_21080236.23-CUFF.600.1	8349	8065	1144	10832
common:TSS544_+_21080327.23-CUFF.600.1	8206	8650	1058	14045
common:TSS544_+_21080368.23-CUFF.600.1	4900	5705	763	9012
common:TSS544_-_21080188.23-CUFF.600.1	6461	6884	1231	14022
common:TSS544_-_21080250.23-CUFF.600.1	5973	6721	858	11414
common:TSS544_-_21080356.23-CUFF.600.1	6915	6876	913	14912
common:TSS544_-_21080379.23-CUFF.600.1	4325	5521	403	9796
common:TSS544_-_21080447.23-CUFF.600.1	320	554	47	997
common:TSS544_-_21080650.23-CUFF.600.1	4774	4358	666	8948
common:TSS544_-_21080671.23-CUFF.600.1	5032	5020	892	6936
common:TSS5453_+_26497848.23-P1P2	4580	4453	400	6992
common:TSS5453_+_26498086.23-P1P2	1828	1703	427	2969
common:TSS5453_-_26498057.23-P1P2	1550	1509	287	3454
common:TSS5453_-_26498063.23-P1P2	2754	2430	249	3337
common:TSS5453_-_26498068.23-P1P2	4141	4262	547	8057
common:TSS5453_-_26498099.23-P1P2	4131	4179	605	7383
common:TSS5453_-_26498132.23-P1P2	4023	4091	584	5867
common:TSS5453_-_26498243.23-P1P2	3510	3601	401	5171
common:TSS5453_-_26498251.23-P1P2	5070	4901	491	6713
common:TSS5453_-_26498292.23-P1P2	0	0	0	0
common:TSS5454_+_26497196.23-ENST00000414762	5708	5507	733	13913
common:TSS5454_-_26496840.23-ENST00000414762	2606	2349	404	5216
common:TSS5454_-_26496991.23-ENST00000414762	3502	3537	601	8175
common:TSS5454_-_26497099.23-ENST00000414762	3871	4064	701	7094
common:TSS5454_-_26497180.23-ENST00000414762	3319	3078	412	5954
common:TSS5454_-_26497211.23-ENST00000414762	1839	1883	286	3525
common:TSS5454_-_26497258.23-ENST00000414762	3183	2966	396	5744
common:TSS5454_-_26497264.23-ENST00000414762	5357	5189	661	7531
common:TSS5454_-_26497269.23-ENST00000414762	4812	5443	692	9599
common:TSS5454_-_26497272.23-ENST00000414762	4136	5422	611	9630
common:TSS545_+_21501701.23-CUFF.599.1	4814	4561	777	10292
common:TSS545_+_21501803.23-CUFF.599.1	5020	5156	696	9459
common:TSS545_+_21501864.23-CUFF.599.1	4184	4093	587	6798
common:TSS545_+_21501871.23-CUFF.599.1	8841	8591	1403	16533
common:TSS545_+_21501896.23-CUFF.599.1	5152	5025	771	9599
common:TSS545_+_21501917.23-CUFF.599.1	5029	5725	675	7862
common:TSS545_-_21501691.23-CUFF.599.1	7982	8589	1175	14151
common:TSS545_-_21501904.23-CUFF.599.1	4936	5720	763	12357
common:TSS545_-_21501988.23-CUFF.599.1	5644	4888	888	6186
common:TSS545_-_21502035.23-CUFF.599.1	2623	2464	336	3418
common:TSS5482_+_27633474.23-CUFF.813.1	4612	4850	632	11828
common:TSS5482_+_27633482.23-CUFF.813.1	3509	3406	260	4961
common:TSS5482_+_27633526.23-CUFF.813.1	3203	3366	460	4314
common:TSS5482_+_27633629.23-CUFF.813.1	5143	5376	632	7534
common:TSS5482_+_27633648.23-CUFF.813.1	5049	5085	672	4980
common:TSS5482_+_27633659.23-CUFF.813.1	3117	3238	567	4929
common:TSS5482_+_27633680.23-CUFF.813.1	3994	3583	581	4272
common:TSS5482_+_27633685.23-CUFF.813.1	4003	4143	503	6719
common:TSS5482_-_27633637.23-CUFF.813.1	989	669	226	1112
common:TSS5482_-_27633699.23-CUFF.813.1	7058	7669	756	9981
common:TSS5483_+_27633951.23-CUFF.813.2	4828	4956	612	5920
common:TSS5483_+_27633976.23-CUFF.813.2	7045	7723	1062	13809
common:TSS5483_+_27634020.23-CUFF.813.2	3416	3489	458	5062
common:TSS5483_+_27634119.23-CUFF.813.2	4215	4471	625	7528
common:TSS5483_+_27634138.23-CUFF.813.2	2444	2804	259	4063
common:TSS5483_+_27634312.23-CUFF.813.2	4171	4346	664	6519
common:TSS5483_-_27633987.23-CUFF.813.2	3285	2876	309	5202
common:TSS5483_-_27634153.23-CUFF.813.2	1979	2197	241	4155
common:TSS5483_-_27634177.23-CUFF.813.2	6087	5824	977	9773
common:TSS5483_-_27634225.23-CUFF.813.2	4799	4530	611	6988
common:TSS54869_+_39220898.23-P1P2	3980	3427	391	6500
common:TSS54869_+_39220920.23-P1P2	8292	8438	1327	16705
common:TSS54869_+_39221149.23-P1P2	3001	2847	460	4952
common:TSS54869_-_39220953.23-P1P2	9009	9893	1270	19255
common:TSS54869_-_39220956.23-P1P2	5938	5968	740	10421
common:TSS54869_-_39220992.23-P1P2	6942	7388	1045	9707
common:TSS54869_-_39220998.23-P1P2	638	853	73	2166
common:TSS54869_-_39221145.23-P1P2	5179	5170	590	5862
common:TSS54869_-_39221160.23-P1P2	5600	6303	739	11085
common:TSS54869_-_39221177.23-P1P2	5568	5766	805	8586
common:TSS5511_+_28908169.23-P1P2	2971	3351	384	4577
common:TSS5511_+_28908181.23-P1P2	4500	5758	556	9819
common:TSS5511_-_28908147.23-P1P2	4660	4643	733	8533
common:TSS5511_-_28908310.23-P1P2	3529	3904	560	7151
common:TSS5511_-_28908317.23-P1P2	4222	5047	588	10620
common:TSS5511_-_28908329.23-P1P2	1857	2352	361	2727
common:TSS5511_-_28908333.23-P1P2	4280	4753	462	7134
common:TSS5511_-_28908365.23-P1P2	3594	3457	585	6707
common:TSS5511_-_28908372.23-P1P2	7939	7178	1080	10831
common:TSS5511_-_28908375.23-P1P2	3145	3084	499	4195
common:TSS55121_+_54889585.23-ENST00000456363	3352	3635	694	6889
common:TSS55121_+_54889794.23-ENST00000456363	3072	2490	424	3567
common:TSS55121_+_54889797.23-ENST00000456363	7684	8189	1378	15775
common:TSS55121_+_54889802.23-ENST00000456363	5579	5596	655	7245
common:TSS55121_+_54889812.23-ENST00000456363	4039	3740	620	7561
common:TSS55121_+_54889841.23-ENST00000456363	8023	7901	1159	11774
common:TSS55121_+_54889851.23-ENST00000456363	7718	7783	1092	13263
common:TSS55121_+_54889900.23-ENST00000456363	2158	2631	240	4235
common:TSS55121_-_54889575.23-ENST00000456363	4739	5106	848	8910
common:TSS55121_-_54889752.23-ENST00000456363	2339	2540	384	3996
common:TSS55122_+_54915667.23-CUFF.25008.1	4299	4414	604	6352
common:TSS55122_+_54915883.23-CUFF.25008.1	3170	2716	504	4945
common:TSS55122_+_54915890.23-CUFF.25008.1	4171	3297	548	6255
common:TSS55122_+_54916091.23-CUFF.25008.1	5422	6399	729	10710
common:TSS55122_+_54916095.23-CUFF.25008.1	5403	5979	787	8239
common:TSS55122_-_54915731.23-CUFF.25008.1	2033	2366	272	3836
common:TSS55122_-_54915859.23-CUFF.25008.1	4336	4732	709	6599
common:TSS55122_-_54915968.23-CUFF.25008.1	4264	4749	599	8273
common:TSS55122_-_54916062.23-CUFF.25008.1	7752	7968	1384	12339
common:TSS55122_-_54916077.23-CUFF.25008.1	7754	7918	1090	13038
common:TSS5514_+_28907203.23-P1P2	6776	8520	1015	12124
common:TSS5514_+_28907242.23-P1P2	6476	6352	925	10334
common:TSS5514_+_28907599.23-P1P2	6107	5771	846	12051
common:TSS5514_+_28907604.23-P1P2	4646	3960	695	6149
common:TSS5514_-_28907430.23-P1P2	6618	6344	911	8716
common:TSS5514_-_28907479.23-P1P2	4530	5107	663	9445
common:TSS5514_-_28907491.23-P1P2	6778	6870	1254	10317
common:TSS5514_-_28907559.23-P1P2	4663	5142	886	9621
