	neg	neg	pos	pos
	Rep1	Rep2	Rep1	Rep2
	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Negative_R2.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R1.counts	analysis/screen/output/003_merge_counts/to_process/Common_Positive_R2.counts
hek_unique:TSS108929_-_63481784.23-CUFF.51936.1	3079	3051	2575	2207
hek_unique:TSS108929_-_63481803.23-CUFF.51936.1	2738	2905	2191	2345
hek_unique:TSS108929_-_63481854.23-CUFF.51936.1	4013	4041	3006	3460
hek_unique:TSS108930_+_63484743.23-CUFF.51937.1	687	627	323	727
hek_unique:TSS108930_+_63484760.23-CUFF.51937.1	1742	1560	1262	1369
hek_unique:TSS108930_+_63484838.23-CUFF.51937.1	2881	3155	2428	2763
hek_unique:TSS108930_+_63485036.23-CUFF.51937.1	1636	1838	1265	1184
hek_unique:TSS108930_-_63484797.23-CUFF.51937.1	982	772	692	607
hek_unique:TSS108930_-_63484829.23-CUFF.51937.1	2797	2645	1873	1940
hek_unique:TSS108930_-_63484854.23-CUFF.51937.1	884	828	800	681
hek_unique:TSS108930_-_63484888.23-CUFF.51937.1	3251	3044	2206	2186
hek_unique:TSS108930_-_63484935.23-CUFF.51937.1	2715	2822	1941	2062
hek_unique:TSS108930_-_63485207.23-CUFF.51937.1	630	730	606	635
hek_unique:TSS108936_+_64295730.23-CUFF.51895.2	1121	1281	915	540
hek_unique:TSS108936_+_64295783.23-CUFF.51895.2	5313	4873	3778	3831
hek_unique:TSS108936_+_64295814.23-CUFF.51895.2	4089	3973	2755	3090
hek_unique:TSS108936_+_64295930.23-CUFF.51895.2	2770	2466	1746	1621
hek_unique:TSS108936_+_64295976.23-CUFF.51895.2	4585	4641	3781	3758
hek_unique:TSS108936_-_64295740.23-CUFF.51895.2	1540	1521	1308	1232
hek_unique:TSS108936_-_64295788.23-CUFF.51895.2	4239	4070	2975	3397
hek_unique:TSS108936_-_64295855.23-CUFF.51895.2	1700	1803	1078	1375
hek_unique:TSS108936_-_64295924.23-CUFF.51895.2	3000	3067	2295	2291
hek_unique:TSS108936_-_64295939.23-CUFF.51895.2	2561	2797	1487	2391
hek_unique:TSS109007_+_71997495.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_+_71997498.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_+_71997518.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_+_71997528.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_+_71997611.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_-_71997432.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_-_71997439.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_-_71997442.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_-_71997454.23-ENST00000602508	0	0	0	0
hek_unique:TSS109007_-_71997489.23-ENST00000602508	0	0	0	0
hek_unique:TSS109018_+_73164157.23-P1P2	6151	7138	5321	5163
hek_unique:TSS109018_+_73164163.23-P1P2	4172	3944	2912	3057
hek_unique:TSS109018_+_73164222.23-P1P2	5807	6000	4119	4929
hek_unique:TSS109018_+_73164244.23-P1P2	8552	8279	5772	5876
hek_unique:TSS109018_-_73164170.23-P1P2	7294	7073	4940	5648
hek_unique:TSS109018_-_73164177.23-P1P2	3726	3940	2671	2950
hek_unique:TSS109018_-_73164191.23-P1P2	6618	6472	4972	4620
hek_unique:TSS109018_-_73164232.23-P1P2	5294	5059	3712	4202
hek_unique:TSS109018_-_73164382.23-P1P2	6533	5774	4155	4419
hek_unique:TSS109018_-_73164521.23-P1P2	4732	4607	3580	3369
hek_unique:TSS109033_+_74958938.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_+_74959037.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_+_74959050.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_+_74959335.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_-_74958883.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_-_74959033.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_-_74959111.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_-_74959121.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_-_74959131.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109033_-_74959175.23-CUFF.52085.1	0	0	0	0
hek_unique:TSS109061_+_79924749.23-CUFF.52074.1	1618	1628	1172	968
hek_unique:TSS109061_+_79924755.23-CUFF.52074.1	2318	2417	1820	1576
hek_unique:TSS109061_+_79924808.23-CUFF.52074.1	1130	1219	704	851
hek_unique:TSS109061_+_79925124.23-CUFF.52074.1	1583	1591	1355	919
hek_unique:TSS109061_+_79925154.23-CUFF.52074.1	1564	1644	1525	1021
hek_unique:TSS109061_-_79924730.23-CUFF.52074.1	73	94	45	144
hek_unique:TSS109061_-_79924880.23-CUFF.52074.1	1665	1410	1130	1229
hek_unique:TSS109061_-_79924890.23-CUFF.52074.1	3619	3978	3091	2889
hek_unique:TSS109061_-_79924911.23-CUFF.52074.1	532	542	226	307
hek_unique:TSS109061_-_79925037.23-CUFF.52074.1	2318	2088	1883	1754
hek_unique:TSS109065_+_80065488.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_+_80065498.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_+_80065560.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_+_80065575.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_+_80065673.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_-_80065468.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_-_80065571.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_-_80065663.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_-_80065681.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109065_-_80065707.23-CUFF.52077.6	0	0	0	0
hek_unique:TSS109090_+_83313373.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_+_83313389.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_+_83313399.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_+_83313508.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_+_83313621.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_-_83313350.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_-_83313385.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_-_83313561.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_-_83313567.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS109090_-_83313711.23-CUFF.52105.1	0	0	0	0
hek_unique:TSS10920_+_67375508.23-ENST00000598092,ENST00000601888,ENST00000596743	2794	3033	2182	2308
hek_unique:TSS10920_+_67375526.23-ENST00000598092,ENST00000601888,ENST00000596743	2647	2439	1809	2061
hek_unique:TSS10920_+_67375622.23-ENST00000598092,ENST00000601888,ENST00000596743	885	906	763	879
hek_unique:TSS10920_+_67375718.23-ENST00000598092,ENST00000601888,ENST00000596743	6656	6720	4958	4576
hek_unique:TSS10920_+_67375731.23-ENST00000598092,ENST00000601888,ENST00000596743	3373	2891	2548	2708
hek_unique:TSS10920_-_67375515.23-ENST00000598092,ENST00000601888,ENST00000596743	2054	2112	1515	2165
hek_unique:TSS10920_-_67375519.23-ENST00000598092,ENST00000601888,ENST00000596743	3245	3039	2607	2460
hek_unique:TSS10920_-_67375612.23-ENST00000598092,ENST00000601888,ENST00000596743	228	277	90	179
hek_unique:TSS10920_-_67375666.23-ENST00000598092,ENST00000601888,ENST00000596743	1783	1629	1388	1316
hek_unique:TSS10920_-_67375880.23-ENST00000598092,ENST00000601888,ENST00000596743	973	977	726	639
hek_unique:TSS109231_+_102089567.23-CUFF.52375.37	2885	3311	2324	2233
hek_unique:TSS109231_+_102089642.23-CUFF.52375.37	2550	2305	1980	2050
hek_unique:TSS109231_+_102089648.23-CUFF.52375.37	1809	1894	1655	1443
hek_unique:TSS109231_+_102089778.23-CUFF.52375.37	4420	4632	3388	3845
hek_unique:TSS109231_+_102089857.23-CUFF.52375.37	3262	3502	2987	2975
hek_unique:TSS109231_+_102089874.23-CUFF.52375.37	3837	3890	3379	2758
hek_unique:TSS109231_-_102089613.23-CUFF.52375.37	4250	4128	3356	3490
hek_unique:TSS109231_-_102089748.23-CUFF.52375.37	3047	3211	2582	3062
hek_unique:TSS109231_-_102089833.23-CUFF.52375.37	1021	1132	867	1075
hek_unique:TSS109231_-_102089948.23-CUFF.52375.37	1492	1510	1251	1275
hek_unique:TSS109247_+_102941916.23-CUFF.52285.2	3149	3052	2489	2672
hek_unique:TSS109247_+_102941975.23-CUFF.52285.2	2298	2521	1710	1433
hek_unique:TSS109247_+_102941987.23-CUFF.52285.2	13	10	22	0
hek_unique:TSS109247_+_102942355.23-CUFF.52285.2	5083	5105	4222	3668
hek_unique:TSS109247_-_102941958.23-CUFF.52285.2	3411	3390	2433	2949
hek_unique:TSS109247_-_102941974.23-CUFF.52285.2	4850	4918	3488	4281
hek_unique:TSS109247_-_102942130.23-CUFF.52285.2	2344	2379	1786	2020
hek_unique:TSS109247_-_102942203.23-CUFF.52285.2	2321	2320	1929	1825
hek_unique:TSS109247_-_102942429.23-CUFF.52285.2	4077	4029	2546	3151
hek_unique:TSS109247_-_102942456.23-CUFF.52285.2	1329	1709	862	1544
hek_unique:TSS109274_+_106298851.23-CUFF.52321.1	4127	4137	3363	3530
hek_unique:TSS109274_+_106298886.23-CUFF.52321.1	1467	1294	1415	959
hek_unique:TSS109274_+_106298933.23-CUFF.52321.1	2708	2703	2119	2180
hek_unique:TSS109274_+_106298945.23-CUFF.52321.1	4720	4959	4024	4372
hek_unique:TSS109274_+_106298974.23-CUFF.52321.1	1938	2001	1283	1530
hek_unique:TSS109274_+_106299077.23-CUFF.52321.1	1790	1817	1437	1447
hek_unique:TSS109274_+_106299151.23-CUFF.52321.1	3442	3221	2356	2432
hek_unique:TSS109274_+_106299214.23-CUFF.52321.1	1478	1337	855	1121
hek_unique:TSS109274_-_106298904.23-CUFF.52321.1	2651	2626	1894	1823
hek_unique:TSS109274_-_106299048.23-CUFF.52321.1	3077	3073	2187	2040
hek_unique:TSS109277_+_106363546.23-CUFF.52323.1	4820	5158	3674	4149
hek_unique:TSS109277_+_106363549.23-CUFF.52323.1	3751	4107	3258	3295
hek_unique:TSS109277_+_106363630.23-CUFF.52323.1	2376	2257	1986	2255
hek_unique:TSS109277_-_106363407.23-CUFF.52323.1	2512	2708	1771	1891
hek_unique:TSS109277_-_106363452.23-CUFF.52323.1	2655	2555	1939	2143
hek_unique:TSS109277_-_106363553.23-CUFF.52323.1	3959	3894	2776	3358
hek_unique:TSS109277_-_106363559.23-CUFF.52323.1	1966	1827	1727	1423
hek_unique:TSS109277_-_106363565.23-CUFF.52323.1	2662	2414	2044	1649
hek_unique:TSS109277_-_106363583.23-CUFF.52323.1	2386	2502	1876	1408
hek_unique:TSS109277_-_106363730.23-CUFF.52323.1	3540	3045	1997	2495
hek_unique:TSS109285_+_106957654.23-CUFF.52326.1	2648	2563	2309	2136
hek_unique:TSS109285_+_106957730.23-CUFF.52326.1	1437	1606	1307	901
hek_unique:TSS109285_+_106958005.23-CUFF.52326.1	3797	3387	2911	2545
hek_unique:TSS109285_+_106958060.23-CUFF.52326.1	4186	4111	2558	3651
hek_unique:TSS109285_-_106957720.23-CUFF.52326.1	651	673	510	525
hek_unique:TSS109285_-_106957770.23-CUFF.52326.1	2604	2449	1669	2474
hek_unique:TSS109285_-_106957811.23-CUFF.52326.1	2101	1942	1436	1864
hek_unique:TSS109285_-_106957826.23-CUFF.52326.1	4091	3943	3284	2568
hek_unique:TSS109285_-_106957857.23-CUFF.52326.1	1981	2086	1622	1335
hek_unique:TSS109285_-_106957869.23-CUFF.52326.1	1442	1437	1093	1025
hek_unique:TSS109289_+_107979250.23-ENST00000608811,CUFF.52344.2	2560	2513	1657	2106
hek_unique:TSS109289_+_107979316.23-ENST00000608811,CUFF.52344.2	2883	2533	1970	1623
hek_unique:TSS109289_+_107979345.23-ENST00000608811,CUFF.52344.2	3423	3374	2187	2097
hek_unique:TSS109289_+_107979510.23-ENST00000608811,CUFF.52344.2	3541	3504	2257	2588
hek_unique:TSS109289_+_107979653.23-ENST00000608811,CUFF.52344.2	3313	3493	2378	2510
hek_unique:TSS109289_+_107979673.23-ENST00000608811,CUFF.52344.2	2453	2268	1007	938
hek_unique:TSS109289_-_107979260.23-ENST00000608811,CUFF.52344.2	2407	2611	1590	1862
hek_unique:TSS109289_-_107979452.23-ENST00000608811,CUFF.52344.2	310	282	205	239
hek_unique:TSS109289_-_107979477.23-ENST00000608811,CUFF.52344.2	2268	2110	1277	1587
hek_unique:TSS109289_-_107979482.23-ENST00000608811,CUFF.52344.2	2772	2677	1634	2582
hek_unique:TSS109290_+_107979765.23-P1P2	0	0	0	0
hek_unique:TSS109290_+_107979812.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979764.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979794.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979799.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979821.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979831.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979929.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979976.23-P1P2	0	0	0	0
hek_unique:TSS109290_-_107979986.23-P1P2	0	0	0	0
hek_unique:TSS109291_+_107979765.23-P1P2	0	0	0	0
hek_unique:TSS109291_+_107979812.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979764.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979794.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979799.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979821.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979831.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979929.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979976.23-P1P2	0	0	0	0
hek_unique:TSS109291_-_107979986.23-P1P2	0	0	0	0
hek_unique:TSS10935_+_70458344.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_+_70458387.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_+_70458395.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_+_70458434.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_+_70458468.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_+_70458628.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_-_70458362.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_-_70458374.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_-_70458488.23-ENST00000562082	0	0	0	0
hek_unique:TSS10935_-_70458590.23-ENST00000562082	0	0	0	0
hek_unique:TSS109376_+_118925702.23-CUFF.52459.1	2407	2585	1571	1554
hek_unique:TSS109376_+_118925736.23-CUFF.52459.1	3074	3085	2527	2081
hek_unique:TSS109376_+_118925954.23-CUFF.52459.1	2925	2992	2456	1984
hek_unique:TSS109376_-_118925695.23-CUFF.52459.1	3627	3406	2331	2463
hek_unique:TSS109376_-_118925708.23-CUFF.52459.1	1251	1306	734	625
hek_unique:TSS109376_-_118925717.23-CUFF.52459.1	2873	3201	2133	2639
hek_unique:TSS109376_-_118925905.23-CUFF.52459.1	2023	2054	1909	1529
hek_unique:TSS109376_-_118925908.23-CUFF.52459.1	1247	1035	888	831
hek_unique:TSS109376_-_118925915.23-CUFF.52459.1	4949	4776	2281	2283
hek_unique:TSS109376_-_118925935.23-CUFF.52459.1	2270	2181	1691	1452
hek_unique:TSS109381_+_118941690.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_+_118941724.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_+_118941750.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_+_118941867.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_+_118941954.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_+_118942014.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_+_118942040.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_-_118941670.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_-_118941675.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109381_-_118942034.23-CUFF.52459.12	0	0	0	0
hek_unique:TSS109386_+_119114326.23-CUFF.52493.2	3545	3527	2713	2796
hek_unique:TSS109386_+_119114331.23-CUFF.52493.2	894	1023	590	816
hek_unique:TSS109386_+_119114598.23-CUFF.52493.2	2055	2013	1228	1690
hek_unique:TSS109386_-_119114311.23-CUFF.52493.2	2363	2275	1792	2000
hek_unique:TSS109386_-_119114379.23-CUFF.52493.2	2728	2698	2045	1934
hek_unique:TSS109386_-_119114495.23-CUFF.52493.2	1054	1097	942	1008
hek_unique:TSS109386_-_119114524.23-CUFF.52493.2	4256	3905	3237	3539
hek_unique:TSS109386_-_119114730.23-CUFF.52493.2	1442	1508	789	1620
hek_unique:TSS109386_-_119114759.23-CUFF.52493.2	2207	2304	1460	1515
hek_unique:TSS109386_-_119114766.23-CUFF.52493.2	4949	4883	3347	3575
hek_unique:TSS109388_+_119124742.23-CUFF.52493.5	3870	3655	2801	3127
hek_unique:TSS109388_+_119124770.23-CUFF.52493.5	4269	3797	3244	2836
hek_unique:TSS109388_+_119124776.23-CUFF.52493.5	6070	5818	4170	4170
hek_unique:TSS109388_+_119124788.23-CUFF.52493.5	4140	3855	3455	3160
hek_unique:TSS109388_+_119124799.23-CUFF.52493.5	2232	1924	1725	1615
hek_unique:TSS109388_+_119124802.23-CUFF.52493.5	1487	1343	1146	1203
hek_unique:TSS109388_-_119124707.23-CUFF.52493.5	3626	3765	2829	2787
hek_unique:TSS109388_-_119124712.23-CUFF.52493.5	2417	2506	2075	2145
hek_unique:TSS109388_-_119124884.23-CUFF.52493.5	1722	1575	1306	1773
hek_unique:TSS109388_-_119124984.23-CUFF.52493.5	2545	2278	2091	1692
hek_unique:TSS109438_+_122866507.23-CUFF.52483.1,CUFF.52483.2	915	1096	556	411
hek_unique:TSS109438_+_122866662.23-CUFF.52483.1,CUFF.52483.2	2387	2212	1914	1441
hek_unique:TSS109438_-_122866534.23-CUFF.52483.1,CUFF.52483.2	2956	2518	1536	1095
hek_unique:TSS109438_-_122866559.23-CUFF.52483.1,CUFF.52483.2	1694	1513	562	712
hek_unique:TSS109438_-_122866566.23-CUFF.52483.1,CUFF.52483.2	2972	3008	1515	1248
hek_unique:TSS109438_-_122866584.23-CUFF.52483.1,CUFF.52483.2	3002	2924	2050	1886
hek_unique:TSS109438_-_122866604.23-CUFF.52483.1,CUFF.52483.2	2569	2392	1627	1333
hek_unique:TSS109438_-_122866628.23-CUFF.52483.1,CUFF.52483.2	2796	2833	1308	1181
hek_unique:TSS109438_-_122866631.23-CUFF.52483.1,CUFF.52483.2	3396	3588	1606	1244
hek_unique:TSS109438_-_122866736.23-CUFF.52483.1,CUFF.52483.2	2437	2745	2175	1895
hek_unique:TSS109439_+_122868926.23-CUFF.52482.1	261	272	294	116
hek_unique:TSS109439_+_122869029.23-CUFF.52482.1	2412	2547	1902	1967
hek_unique:TSS109439_+_122869037.23-CUFF.52482.1	2148	2503	1915	1653
hek_unique:TSS109439_+_122869041.23-CUFF.52482.1	2856	2897	2286	1951
hek_unique:TSS109439_+_122869048.23-CUFF.52482.1	2441	2483	2013	2052
hek_unique:TSS109439_+_122869066.23-CUFF.52482.1	4374	4643	1462	1841
hek_unique:TSS109439_+_122869070.23-CUFF.52482.1	3890	3538	3259	2366
hek_unique:TSS109439_-_122868919.23-CUFF.52482.1	4067	4290	2995	3093
hek_unique:TSS109439_-_122868939.23-CUFF.52482.1	6009	5773	4027	4875
hek_unique:TSS109439_-_122868994.23-CUFF.52482.1	5239	4882	3717	3938
hek_unique:TSS109512_+_131352254.23-P1P2	1870	1935	1600	1242
hek_unique:TSS109512_+_131352258.23-P1P2	1969	1779	1258	1698
hek_unique:TSS109512_+_131352358.23-P1P2	5734	5453	3687	3930
hek_unique:TSS109512_+_131352424.23-P1P2	3203	3447	1891	2644
hek_unique:TSS109512_+_131352434.23-P1P2	3288	3140	2121	2387
hek_unique:TSS109512_+_131352466.23-P1P2	2766	2809	2413	2108
hek_unique:TSS109512_+_131352490.23-P1P2	3114	3066	2219	2291
hek_unique:TSS109512_-_131352268.23-P1P2	1057	1000	643	678
hek_unique:TSS109512_-_131352481.23-P1P2	3121	3699	2646	1977
hek_unique:TSS109512_-_131352508.23-P1P2	2522	2427	1847	2109
hek_unique:TSS109517_+_132097973.23-NLT_00008079	2231	2138	1388	1171
hek_unique:TSS109517_+_132098141.23-NLT_00008079	2239	2161	1437	1584
hek_unique:TSS109517_+_132098326.23-NLT_00008079	3982	3919	3480	2661
hek_unique:TSS109517_-_132097899.23-NLT_00008079	4936	4956	4563	3322
hek_unique:TSS109517_-_132097909.23-NLT_00008079	4566	4448	3174	3491
hek_unique:TSS109517_-_132097943.23-NLT_00008079	2588	2639	2416	1847
hek_unique:TSS109517_-_132097955.23-NLT_00008079	4281	4509	2790	3593
hek_unique:TSS109517_-_132097968.23-NLT_00008079	3208	3217	2737	2250
hek_unique:TSS109517_-_132098161.23-NLT_00008079	2825	2445	1688	2553
hek_unique:TSS109517_-_132098209.23-NLT_00008079	4695	4405	3253	2673
hek_unique:TSS109535_+_133648063.23-CUFF.52600.2	4416	4214	3785	3021
hek_unique:TSS109535_+_133648071.23-CUFF.52600.2	1223	1234	949	1022
hek_unique:TSS109535_+_133648295.23-CUFF.52600.2	4500	4269	2998	3576
hek_unique:TSS109535_+_133648304.23-CUFF.52600.2	1875	1757	1337	1096
hek_unique:TSS109535_+_133648312.23-CUFF.52600.2	4121	4296	2512	3274
hek_unique:TSS109535_+_133648320.23-CUFF.52600.2	2719	3128	2351	2056
hek_unique:TSS109535_+_133648359.23-CUFF.52600.2	1810	1864	1230	1631
hek_unique:TSS109535_+_133648366.23-CUFF.52600.2	549	543	345	553
hek_unique:TSS109535_+_133648417.23-CUFF.52600.2	1289	988	672	826
hek_unique:TSS109535_-_133648081.23-CUFF.52600.2	4798	4543	3663	3846
hek_unique:TSS109563_+_134555921.23-P1P2	3518	3868	2887	2896
hek_unique:TSS109563_+_134555963.23-P1P2	3130	3234	2610	2394
hek_unique:TSS109563_+_134555988.23-P1P2	3821	3701	2452	2310
hek_unique:TSS109563_+_134555992.23-P1P2	3171	3027	2276	2326
hek_unique:TSS109563_-_134555920.23-P1P2	2578	2669	1707	2535
hek_unique:TSS109563_-_134555935.23-P1P2	1601	1489	1176	1259
hek_unique:TSS109563_-_134555940.23-P1P2	2421	2396	1209	1119
hek_unique:TSS109563_-_134556026.23-P1P2	3515	3873	2538	3042
hek_unique:TSS109563_-_134556030.23-P1P2	2747	2732	2030	1988
hek_unique:TSS109563_-_134556156.23-P1P2	2798	3015	1890	1954
hek_unique:TSS109601_+_138811068.23-CUFF.52669.1	3114	3036	2424	3062
hek_unique:TSS109601_+_138811246.23-CUFF.52669.1	3551	3920	3370	3694
hek_unique:TSS109601_+_138811360.23-CUFF.52669.1	4307	4043	3130	3444
hek_unique:TSS109601_+_138811370.23-CUFF.52669.1	2051	2214	1874	1799
hek_unique:TSS109601_+_138811384.23-CUFF.52669.1	3776	3929	2780	3208
hek_unique:TSS109601_+_138811428.23-CUFF.52669.1	2792	2833	2210	1844
hek_unique:TSS109601_-_138811102.23-CUFF.52669.1	3790	3670	2769	3099
hek_unique:TSS109601_-_138811335.23-CUFF.52669.1	3036	3256	2696	2145
hek_unique:TSS109601_-_138811411.23-CUFF.52669.1	2773	2543	1673	2072
hek_unique:TSS109601_-_138811464.23-CUFF.52669.1	2967	2577	1872	2096
hek_unique:TSS10964_+_71959360.23-CUFF.5881.1	2796	3085	2049	2254
hek_unique:TSS10964_+_71959454.23-CUFF.5881.1	2399	2034	2025	1509
hek_unique:TSS10964_+_71959484.23-CUFF.5881.1	2511	2544	1813	2251
hek_unique:TSS10964_+_71959619.23-CUFF.5881.1	3451	3592	2684	2098
hek_unique:TSS10964_+_71959783.23-CUFF.5881.1	3163	2999	2661	2072
hek_unique:TSS10964_-_71959376.23-CUFF.5881.1	2503	2445	2000	1777
hek_unique:TSS10964_-_71959453.23-CUFF.5881.1	4586	4638	3749	3079
hek_unique:TSS10964_-_71959473.23-CUFF.5881.1	2906	2464	2746	1528
hek_unique:TSS10964_-_71959635.23-CUFF.5881.1	3548	3397	2794	3064
hek_unique:TSS10964_-_71959814.23-CUFF.5881.1	2307	2196	2041	1854
hek_unique:TSS109704_+_149129055.23-P1P2	3137	3289	2070	2776
hek_unique:TSS109704_+_149129101.23-P1P2	1892	1454	1400	1231
hek_unique:TSS109704_+_149129105.23-P1P2	1912	2012	2037	1538
hek_unique:TSS109704_+_149129373.23-P1P2	3069	3130	2466	1835
hek_unique:TSS109704_-_149129112.23-P1P2	1439	1568	1035	1208
hek_unique:TSS109704_-_149129132.23-P1P2	1507	1437	1191	967
hek_unique:TSS109704_-_149129333.23-P1P2	1478	1676	1134	949
hek_unique:TSS109704_-_149129378.23-P1P2	839	1101	707	829
hek_unique:TSS109704_-_149129399.23-P1P2	3586	3299	2758	3123
hek_unique:TSS109704_-_149129409.23-P1P2	4734	4349	3438	3792
hek_unique:TSS10970_+_72218332.23-CUFF.5895.1	2860	2733	2033	1875
hek_unique:TSS10970_+_72218335.23-CUFF.5895.1	1592	1673	852	1043
hek_unique:TSS10970_+_72218358.23-CUFF.5895.1	2974	2900	2433	2527
hek_unique:TSS10970_+_72218379.23-CUFF.5895.1	1883	2071	1502	2073
hek_unique:TSS10970_-_72218263.23-CUFF.5895.1	3072	3286	938	965
hek_unique:TSS10970_-_72218287.23-CUFF.5895.1	3597	3531	2472	2692
hek_unique:TSS10970_-_72218293.23-CUFF.5895.1	6502	6155	4253	5050
hek_unique:TSS10970_-_72218309.23-CUFF.5895.1	3186	3251	2013	2362
hek_unique:TSS10970_-_72218313.23-CUFF.5895.1	2785	2822	2484	1841
hek_unique:TSS10970_-_72218316.23-CUFF.5895.1	2447	2277	2059	1693
hek_unique:TSS109716_+_150350866.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_+_150351018.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_+_150351024.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_+_150351033.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_+_150351045.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_-_150350959.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_-_150350991.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_-_150350995.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_-_150350998.23-ENST00000602313	0	0	0	0
hek_unique:TSS109716_-_150351073.23-ENST00000602313	0	0	0	0
hek_unique:TSS109751_+_152710370.23-CUFF.52849.1	2765	2449	2333	1759
hek_unique:TSS109751_+_152710398.23-CUFF.52849.1	4268	3949	3155	3100
hek_unique:TSS109751_+_152710467.23-CUFF.52849.1	2130	2350	2051	1969
hek_unique:TSS109751_+_152710652.23-CUFF.52849.1	1658	1473	1182	1233
hek_unique:TSS109751_-_152710418.23-CUFF.52849.1	2726	2400	2032	1914
hek_unique:TSS109751_-_152710439.23-CUFF.52849.1	2207	2357	2079	1599
hek_unique:TSS109751_-_152710456.23-CUFF.52849.1	3305	3353	2354	2584
hek_unique:TSS109751_-_152710481.23-CUFF.52849.1	1683	1832	1134	1668
